,text,category,Unnamed: 0,ln
318,"Love is Love. And Everyone should be able to Marry their loved one irrespective of their gender, under consent, without any regret. Genuine loving people are affected by poor close-minded people's laws. ; 1st - India already had Homosexuality in their Culture! ; 2nd - British came, ruled us and made the section 377 to ban Gay sex (which obviously means - some Indians were gay at that time) ; 3rd - British went back and Normalized Gay love and legalized Gay Marriage. Here we are still holding on to their colonial era law and stigma around that they left behind, as like English language. Time is High to revive a Basic Human Right to Love, and our Indian culture which also includes in itself, LGBT community. ; ; P.S: You don't have to be Gay/lesbian to voice out for LGBTQ rights! just the way, You don't have to be a Woman to support/voice out for Women's rights",Non-anti-LGBT+ content,,
1652,Ganesan p also tell me,Non-anti-LGBT+ content,,
622,"This sister is a transcendental lord, smiling_face_with_hearts hundred_points sparkling_heart",Non-anti-LGBT+ content,,
2741,I love the way she handles 👏🏻👏🏻,Non-anti-LGBT+ content,,
1641,God bless you .We will pray for you .very nice heart full speech touched about transgender. This is society will surely support for Everyone like u madam.,Non-anti-LGBT+ content,,
419,The first prank I saw with my eyes confused,Non-anti-LGBT+ content,420.0,tam_eng
206,Jeevanathi Priyan can't tell..,Non-anti-LGBT+ content,,
687,"Homosexual time is as old as the dawn. People think it's something new. live and let live. Don't interfere in someone else's life. If it doesn't affect you, why bother?",Non-anti-LGBT+ content,,
882,"Dear friend, this incident did not happen in Irodu district, so we kindly request you to delete this post",Non-anti-LGBT+ content,,
630,"DEEPHIKA A   U are doing great work. If i got any contact, i give u surely sis... 👍🏼",Non-anti-LGBT+ content,,
2015,Hamelton Melvin  thanks for your good response.,Non-anti-LGBT+ content,,
1753,Long live Humanity giving food to the needy is the greatest charity Don't see the advertisement of charity you don't know charity to others,Non-anti-LGBT+ content,,
1396,"Two days ago, a man was grabbed from a train and pushed away",Non-anti-LGBT+ content,,
134,By a few transsexuals,Non-anti-LGBT+ content,,
2802,Mg about 666,Non-anti-LGBT+ content,,
2568,Muthamizh selvan Purushothaman  Hii,Non-anti-LGBT+ content,,
139,We didn’t expect everything to change overnight.. but so heartening to see so many people accepting it,Non-anti-LGBT+ content,,
1833,Why do those who support Ayyappan's birth vilify this?,Non-anti-LGBT+ content,,
2044,Really 👏great  hattoffs,Non-anti-LGBT+ content,,
1369,Hi pvs bro iam your  subscriber bro,Non-anti-LGBT+ content,,
2142,The person who took the video is not fighting anywhere else in the world why go there to take a video? Do you only take videos where transsexuals are fighting? Are you aware of it there? Go and make a video okay don't hate transgender people we don't go to fight in vain we only fight when we are humiliated no one will fight someone just be considerate and make a video,Non-anti-LGBT+ content,,
717,Clarity of thoughts is amazing. Best wishes. Hope you find the girl you love.,Non-anti-LGBT+ content,,
1189,Seriously heart touching video ❤️,Non-anti-LGBT+ content,,
1252,"Muhammad Azeem.S.H  pls learn to spell properly first! Secondly, when u poked ur nose into the business of lgbt+ ppl u were poking into my business! Coz I'm gay!",Non-anti-LGBT+ content,,
887,Ungaloda speak Reyaly very very nice                        ,Non-anti-LGBT+ content,,
3152,God bless you,Non-anti-LGBT+ content,,
2948,The people in this generation..... Like dog generation.. Pls. We all live in same earth... Pls don't forget tsunami,Non-anti-LGBT+ content,,
9,"great BRO, awaiting",Non-anti-LGBT+ content,,
1837,Madan that fly 10:21 is bothering you so much !! face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy,Non-anti-LGBT+ content,,
1629,well said sister...im in favour of ur thought...comments.and.ideas..,Non-anti-LGBT+ content,,
18,A welcome verdict. The difference between male and female will disappear. The Supreme Court has given people the right to choose a gender of their choice.,Non-anti-LGBT+ content,18.0,tam_eng
2060,Hey it's not good neutral_face,Non-anti-LGBT+ content,,
1965,True idiotic 9's disturbing people... Especially school & college children's kitta money loot pannundunga..!,Non-anti-LGBT+ content,,
940,exactly omg im not even gay but those answers they gave are so hurtful ):                        ,Non-anti-LGBT+ content,,
995,I am very glad to have said what you have in mind,Non-anti-LGBT+ content,,
1228,What a observation👏👏👏,Non-anti-LGBT+ content,,
2860,Nammalwar wrote many songs imagining himself as a wife of lord shriman narayana,Non-anti-LGBT+ content,,
231,"Ishvar Mahendiran Sir I am not from India but I can understand Tamil, I am not sure why we should discriminate someone just because we don't understand them, I just want to give moral support , I don't see anything wrong in it🙏                        ",Non-anti-LGBT+ content,,
900,I Agree,Non-anti-LGBT+ content,,
1653,Vignesh Gv tamizha tha bro,Non-anti-LGBT+ content,,
681,You are very beautiful mother..live richly folded_hands folded_hands folded_hands,Non-anti-LGBT+ content,,
615,Really that Akka great......❣️,Non-anti-LGBT+ content,,
2176,Nice video brother super 🤙,Non-anti-LGBT+ content,,
2997,Sennila your speech so good. I am also having one friend like u.,Non-anti-LGBT+ content,,
1925,"I just watched your video and scolded you. My friend, I read the whole comment thinking the same thing. Go ahead",Non-anti-LGBT+ content,,
1846,Manda disorder is nijamava ka for me,Non-anti-LGBT+ content,,
195,Thanks director for such a bold movie.. I really loved it,Non-anti-LGBT+ content,,
1943,Cute interesting interview,Non-anti-LGBT+ content,,
1472,Hey hii.. I too support LGBTQ.. because it's just a feelings.. what's wrong in having a feeling with same gender..,Non-anti-LGBT+ content,,
0,"I support her, very smart ponnu",Non-anti-LGBT+ content,,
1982,Dress up as Aravania... By pass ponga.... Let's see if anyone is calling...,Non-anti-LGBT+ content,,
549,What she is a transgender ah really omg 😉😉,Non-anti-LGBT+ content,,
2028,"I humbly request all the candidates to vote for Murusu symbol, Captain Vijayakanth, the lion of Tamil Nadu, Captain Radha Viswasi folded_hands folded_hands folded_hands",Non-anti-LGBT+ content,,
196,Waiting for you bro,Non-anti-LGBT+ content,,
575,Why are you wearing a tux?,Non-anti-LGBT+ content,,
161,excellent acting is done by Latif character .,Non-anti-LGBT+ content,,
90,"Picking up beggars and talking, are the railway police sleeping, people, don't be funny, what's wrong with us, it may happen to you tomorrow.",Non-anti-LGBT+ content,,
1638,"Look at the chavkads who say it is not natural, Gods themselves have accepted it",Non-anti-LGBT+ content,,
704,BSM  You are a man son.,Non-anti-LGBT+ content,707.0,tam_eng
2542,I love this akka ♥️,Non-anti-LGBT+ content,,
3057,Hats off bro 🙁☹️,Non-anti-LGBT+ content,,
295,Bro Politics Behind Our Foods Pathi Oru Video Pannunga...,Non-anti-LGBT+ content,,
346,Congratulations sister,Non-anti-LGBT+ content,,
548,"Nayantara and Sivakarthikeyan worked for KJR Studios. 'Aram' and 'Hero' respectively. You think they get paid the same? Now, I know it's not the same budget. ; You don't see gender in actors? What about supporting actors and extra actors? Are men and women supporting actors getting the same pay?",Non-anti-LGBT+ content,,
2106,hats off to tmp hats off,Non-anti-LGBT+ content,,
376,"When you see the comment section, you will know why caste and religious murders are happening in our country. No one here knows what love is. There is no understanding of human gender. It is our ruined curriculum that has made you all without knowledge of the outside world.",Non-anti-LGBT+ content,377.0,tam_eng
1575,Thank you dear for your understanding,Non-anti-LGBT+ content,,
896,Nice to acting                        ,Non-anti-LGBT+ content,,
1060,She is sooo beautiful 😍😍😍😍,Non-anti-LGBT+ content,,
235,Very nice interview please explore the miss transqueen namitha,Non-anti-LGBT+ content,,
1899,"Lovely guys... I love all your videos. Just like you said, I told you to subscribe to my channel next door V2 la,., best .aa do it all the best.",Non-anti-LGBT+ content,,
1355,Bro you are from Salem,Non-anti-LGBT+ content,,
886,Raping is also an individual choice only is that ok ????  Inside a bedroom anything can happen is an individual right then relase all rapist all phedophiles... Is that normal ??? A normal human being with right mind can understand that these are wrong.                        ,Non-anti-LGBT+ content,,
2052,"Wow,,,. Amazing!!! No words to describe my loneliness and longingness !",Non-anti-LGBT+ content,,
782,correct bro in my school to it happens,Non-anti-LGBT+ content,,
287,I just watched this video...I did a reach on this topic before,Non-anti-LGBT+ content,,
365,Does anyone remember that there is a language called Tamil?,Non-anti-LGBT+ content,366.0,tam_eng
1294,how to become a professional socccer player plz bro,Non-anti-LGBT+ content,,
206,Oh damn rolling_on_the_floor_laughing rolling_on_the_floor_laughing rolling_on_the_floor_laughing,Non-anti-LGBT+ content,206.0,tam_eng
2601,Part 2 yeppo,Non-anti-LGBT+ content,,
1307,Culture and all other shit comes after nature understand it,Non-anti-LGBT+ content,,
299,Very very disheartening. I strongly feel and I would treat you as a special human being. May God Bless you all.                        ,Non-anti-LGBT+ content,,
3075,Disturbance of the fly was funny....,Non-anti-LGBT+ content,,
882,Sanjiv a I very sure u are Hindu and how come u can be this narrow. Hindu one of the religion that never label anyone. Hindu never condemn lgbt! Any idea what happened to arjunan during his vanavasam? Shigandi? Lord aiyappan?                        ,Non-anti-LGBT+ content,,
1599,aishwarya ramdas  thanks for the support,Non-anti-LGBT+ content,,
1440,Really good bro,Non-anti-LGBT+ content,,
63,Indian civil society 377🔥🔥🔥                        ,Non-anti-LGBT+ content,,
598,Identify what? Should they hide it?,Non-anti-LGBT+ content,,
1595,"Congratulations dear sister, there will be an end to all your troubles, the God who created the corpse is a moving and merciful God, don't worry about a thing, Jesus God, the God who erases the appearance of our memories before we even think, will surely bless you, believe in Jesus sparkling_heart clapping_hands folded_hands",Non-anti-LGBT+ content,,
1365,Thankyou so much for your motivational speech you are a source of positivity and positive inspiration,Non-anti-LGBT+ content,,
455,You 9 thana                        ,Non-anti-LGBT+ content,,
2456,"Tamizh is the oldest living language but not the oldest. There r others the old brami script, indus valley script, egyptian mesopotamian otherw",Non-anti-LGBT+ content,,
1854,Super Anna hats off 🔥,Non-anti-LGBT+ content,,
1956,"Hey, I don't know what you are asking, I don't know why they are answering without understanding",Non-anti-LGBT+ content,,
